"0","1","2","3","4","5","6","7","8","9"
0.0457446808510638,0.025531914893617,0.025531914893617,0.0372340425531915,0.0276595744680851,0.025531914893617,0.0276595744680851,0.0382978723404255,0.025531914893617,0.0265957446808511
0.0202127659574468,0,0,0.0117021276595745,0.00212765957446809,0,0.00212765957446809,0.0127659574468085,0,0.00106382978723404
0.0202127659574468,0,0,0.0117021276595745,0.00212765957446809,0,0.00212765957446809,0.0127659574468085,0,0.00106382978723404
0.0319148936170213,0.0117021276595745,0.0117021276595745,0.0234042553191489,0.0138297872340426,0.0117021276595745,0.0138297872340426,0.024468085106383,0.0117021276595745,0.0127659574468085
0.025531914893617,0.00531914893617021,0.00531914893617021,0.0170212765957447,0.0074468085106383,0.00531914893617021,0.0074468085106383,0.0180851063829787,0.00531914893617021,0.00638297872340425
0.0202127659574468,0,0,0.0117021276595745,0.00212765957446809,0,0.00212765957446809,0.0127659574468085,0,0.00106382978723404
0.0202127659574468,0,0,0.0117021276595745,0.00212765957446809,0,0.00212765957446809,0.0127659574468085,0,0.00106382978723404
0.0276595744680851,0.0074468085106383,0.0074468085106383,0.0191489361702128,0.00957446808510638,0.0074468085106383,0.00957446808510638,0.0202127659574468,0.0074468085106383,0.00851063829787234
0.0202127659574468,0,0,0.0117021276595745,0.00212765957446809,0,0.00212765957446809,0.0127659574468085,0,0.00106382978723404
0.0202127659574468,0,0,0.0117021276595745,0.00212765957446809,0,0.00212765957446809,0.0127659574468085,0,0.00106382978723404
